AuthorsWhoPublishedContinually
Abdellatif Zaidi
Lingyang Song
Luca Benini
Lukás Burget
Mao Lin Huang
Marc Moonen
Martin Vetterli
Mathini Sellathurai
Matthew R. McKay
Mehdi Baradaran Tahoori
Micha Sharir
Michael A. Demetriou
Michele Pagano
Michele Zorzi
Mihaela van der Schaar
Mohamed F. Younis
Mohammad S. Obaidat
Mounir Hamdi
Mubarak Shah
Muhammad Ali Imran
Murat Arcak
Naresh R. Shanbhag
Nei Kato
Nelly Bencomo
Nghi H. Tran
Ondrej Bojar
Oren Weimann
Panagiotis D. Christofides
Pawel A. Dmochowski
Peter J. Smith 0001
Peter Vary
Petre Stoica
Pierre Fraigniaud
Rajeev Alur
Rama Chellappa
Ricardo G. Sanfelice
Richard M. Murray
Rodney A. Kennedy
Rodrigo C. de Lamare
Rui Zhang 0006
Ryan O'Donnell
Sadaoki Furui
Saket Saurabh 0001
Salvador Sánchez Alonso
Sandra Zilles
Seddik M. Djouadi
Sergiy A. Vorobyov
Shankar Sastry
Shreyas Sundaram
Shuvra S. Bhattacharyya
Song Ci
Sonia Aïssa
Stefano Di Cairano
Stefano Giordano
Stefanos Vrochidis
Suresh Subramaniam
Taeyoung Lee
Thomas A. Henzinger
Tomohiro Nakatani
Travis D. Breaux
Tülay Adali
Venkatesan Guruswami
Viktor K. Prasanna
Wei Chen 0002
Wessel Kraaij
Wolfgang Utschick
Yanyun Zhao
Yi Xu
Yiran Chen
Yonina C. Eldar
Yu Wang 0002
Yusheng Ji
Aarnout Brombacher
Abdul-Majid Wazwaz
Alexander D. MacKerell Jr.
Andrea Taroni
Antonio Moschitta
Antonio Pietrosanto
Azriel Rosenfeld
Beny Neta
Chigusa Kita
Chokri Ben Amar
Chongyang Deng
Claudio M. Rocco Sanseverino
Daniele Marioli
Filippo Attivissimo
Geyong Min
Gilbert Laporte
Gregory Levitin
Ioannis K. Argyros
Jon Kolko
Jong Hyuk Park
Ju H. Park 0001
Juan Carlos Augusto
Jörg Peters
Karamjit S. Gill
Liren Zhang
Rida T. Farouki
Roberto Ferrero
Ron Goldman 0002
Samuel Pierre
Shervin Shirmohammadi
Shihua Li 0001
Terje Aven
Valeriy Vyatkin
Wilfred F. van Gunsteren
Willem J. Heiser
Xin Wang
Yan Li
Ze-Sheng Li
Alessandro Moschitti
Alfonso Pierantonio
Angelo Montanari
Antonio Criminisi
Ben Glocker
Benoit M. Dawant
Bernhard Rumpe
Bing-Yu Chen
Bogdan Georgescu
Bradford J. Wood
Brian F. Hutton
Carl-Fredrik Westin
Cherie Noteboom
Chris Harrison 0001
Christian Schulte 0001
Dan Klein
Daoqiang Zhang
David E. Newman
Debora Gil
Devan Rosen
Didier Keymeulen
Donald P. Greenberg
Drew A. Torigian
Enrico Macii
Eric L. Santanen
Eugene Agichtein
Francesco Scorza
Gang Li 0001
Georg Langs
Gert-Jan de Vreede
Guorong Wu 0001
Guoyan Zheng
Guoyin Wang 0001
Gábor Székely
Hang Li 0001
Hans Jochen Scholl
Hans Vangheluwe
Hao Wang
Helmar Bergmann
Hervé Delingette
Hwee Tou Ng
Ian Dobson
Imed Boughzala
James Allan
James C. Gee
James S. Duncan
Jayaram K. Udupa
Jean-François Mangin
Jianfeng Gao
Jimmy J. Lin
Jingtao Yao
John H. Gilmore
Jordi Cabot
Jun Wang
Keith D. Paulsen
Ken C. L. Wong
Kevin Crowston
Kevin Gimpel
Krzysztof Czarnecki
Kumiko Kushiyama
Li Wang 0026
Lionel C. Briand
Lucas J. van Vliet
Luis Payá
Luo Si
Maarten de Rijke
Manuel Wimmer
Marina L. Gavrilova
Mark Adkins
Martha Elizabeth Shenton
Maryam E. Rettmann
Masahiko Inami
Matti Rossi
Mattias P. Heinrich
Michael Figl
Michael J. Shaw
Michela Milano
Michele Lombardi 0001
Mihaela Pop
Min-Yuh Day
Mirella Lapata
Mladen Kezunovic
Nelly Bencomo
Ofir Turel
Oren Kurland
Oscar Camara
Pascal Van Hentenryck
Pawan Lingras
Pengcheng Shi
Peter J. Stuckey
Pew-Thian Yap
Philippe C. Cattin
Pieter M. A. Ribbers
Purang Abolmaesumi
Pushpak Bhattacharyya
Rachid Deriche
Ramesh Raskar
Robert Rohling
Septimiu E. Salcudean
Sergio Tasso
Shaoting Zhang
Sheng Xu 0001
Stanley Durrleman
Susan T. Dumais
Susumu Tachi
Sébastien Ourselin
Taghi M. Khoshgoftaar
Tai-Myoung Chung
Takayuki Kitasaka
Tetsuaki Baba
Thomas A. Horan
Thouraya Bouabana-Tebibel
Toshihiro Uchibayashi
Vinay Kulkarni
Vincent Ng
Wayne Luk
Wei Li
Wen-tau Yih
William G. Chismar
Yasuhiko Nakashima
Yiyu Yao
Younghan Kim
Yu Zhang
Yuko Murayama
Zhuowen Tu
Éric Grégoire
Albert Y. Zomaya
Alex Wright
Alfred O. Hero III
Andrew E. Yagle
Antonio De Maio
Arye Nehorai
Azriel Rosenfeld
Ba-Tuong Vo
Benjamin Friedlander
Bernardo Cockburn
Bruce Edmonds
C. Richard Johnson Jr.
Charles Oppenheim
Daniel E. Geer Jr.
Daniël Paulusma
Dave Josephsen
Fawang Liu
Félix de Moya Anegón
Gary Anthes
Geert Leus
Gheorghe Paun
Hagit Messer
Heng Lian
Hiroshi Nagamochi
Jose A. García 0001
José M. F. Moura
József Farkas
Lang Tong
Leah Epstein
Leah Hoffmann
Leonard F. Klosinski
Marc Moonen
Marina L. Gavrilova
Martin Vetterli
Michael A. Cusumano
Michael A. Henning
Michiel van Genuchten
Mihaela van der Schaar
Min Chen 0003
Narendra Ahuja
Neil J. Bershad
Oscar H. Ibarra
P. P. Vaidyanathan
Pascal Fua
Peter G. Neumann
Peter L. Hammer
Petre Stoica
Philip Schniter
Phillip G. Armour
Rama Chellappa
Robert L. Glass
Rui Zhang 0006
Seyed Mahmoud Sheikholeslami
Simson L. Garfinkel
Steven M. Kay
Tom M. Apostol
Vasile Mihai
Vinton G. Cerf
Xuemin Shen
Yonina C. Eldar
Yoshio Sano
Yuan Xu
Yuehua Bu
Yuguang Fang
Zhi-Quan Luo
et al.
Alexander Rakhlin
Alexander V. Smirnov 0001
Ambrish Chandra
Ana L. N. Fred
Andrew B. Kahng
Babak Nahid-Mobarakeh
Bobby Bodenheimer
Cathal Gurrin
Cecilia Metra
Christof Koch
Christopher K. I. Williams
Cristiana Bolchini
Csaba Szepesvári
Doug A. Bowman
Elad Hazan
Fabrício Junqueira
Filip De Turck
Frank Steinicke
Frédéric Cuppens
George D. C. Cavalcanti
Gerd Bruder
Ichiro Ide
Ignacio Rojas
Irena Koprinska
Jacob Beal
Jerzy Martyna
Jieping Ye
Joaquim Filipe
John G. Hosking
José Barata
José García Rodríguez
Jun Wang 0002
Jun Zhu 0001
Kanok Boriboonsomsin
Kaushik Roy 0001
Kevin Bretonnel Cohen
Lai Xu
Makoto Takizawa 0001
Maria Paasivaara
Maurizio Rebaudengo
Michael I. Jordan
Miguel Ángel Sotelo
Minoru Uehara
Naftali Tishby
Nikolay Shilov
Patrícia Macedo
Peter Dayan
Qi Wang
Raouf Boutaba
Raquel Urtasun
Renato Ferreira 0001
Richard Kronland-Martinet
Richard S. Zemel
Rin-ichiro Taniguchi
Ron Meir
Rui Dinis
Sergey I. Balandin
Shie Mannor
Shunsuke Kamijo
Sundaram Suresh
Sungyoung Lee
Sølvi Ystad
Tieniu Tan
Tommi S. Jaakkola
Wei-Jen Lee
Young-Koo Lee
Yu Wang
Zahava Koren
Alfredo Cuzzocrea
Andrei Voronkov
Andrew B. Whinston
Anindya Ghose
Anke Dittmar
Antonio González 0001
Benoît Libert
Bhavani M. Thuraisingham
C. L. Philip Chen
Domenico Potena
Donato Malerba
Dong Sun 0001
Elio Masciari
Ernesto Damiani
Eugenio Di Sciascio
Ferat Sahin
Fosca Giannotti
Frank Vahid
Giansalvatore Mecca
Giuseppe Tradigo
Han-Xiong Li
Hao Chen
Hideyuki Tokuda
Hong Zhang 0011
Irina Trubitsyna
Izak Benbasat
Jano Moreira de Souza
Jianda Han
Juan Julián Merelo Guervós
Juan Romero
Julian Togelius
Keiichiro Yasuda
Kevin W. Li
Kristinn R. Thórisson
Kun-Li Wen
Laura Kovács
Lei Chen 0002
Lei Wang
Makoto Takizawa 0001
Marco Bernardo 0001
Marco Mellia
Marianne Loock
Milan Petkovic
Mohamed F. Mokbel
Mária Bieliková
Nicola Ferro 0001
Ning Xi 0001
Ouri Wolfson
Paul F. Lister
Pei-Yu Sharon Chen
Penousal Machado
Phivos Mylonas
Pierangela Samarati
Rudolf Wille
Sebastian Rudolph
Shan Ling Pan
Shashi Shekhar
Shigeki Sugano
Shugen Ma
Sotiris E. Nikoletseas
Sylvia L. Osborn
Takahiro Hara
Tsu-Tian Lee
Vadim Bulitko
Wei Xu
Wei-Hsin Liao
Wen Jung Li
Xin Wang
Yang Li
Yao Zhao 0001
Yisheng Guan
Yongsheng Ou
Youngjin Yoo
Yu Wang
Yuechao Wang
Yutaka Hata
Zhiyuan Fang
Aaron B. Wagner
Amir K. Khandani
Amos Lapidoth
Andrew S. Glassner
Andrés Montoyo
Anthony Ephremides
B. Sundar Rajan
Binshan Lin
Carlos R. P. Hartmann
Chaoping Xing
Daniel J. Costello Jr.
David N. C. Tse
Dusit Niyato
Fan Zhang
Froilán M. Dopico
Gerhard Kramer
Guang Gong
Ingrid Moerman
Jack K. Wolf
Jacob Ziv
James A. Bucklew
Jehoshua Bruck
Jun Wang
Kenneth Zeger
Krishnendu Chakrabarty
Kun Yang 0001
Kwan-Liu Ma
Lingyang Song
Marc P. C. Fossorier
Marina Ruggieri
Meir Feder
Michael J. Marcus
Neeli R. Prasad
Neil J. A. Sloane
Nicholas J. Higham
Patrick Girard 0001
Petre Stoica
Raouf Boutaba
Robert M. Gray
Ron M. Roth
Rui Zhang 0006
Rüdiger L. Urbanke
San Ling
Shu Lin 0001
Simon X. Yang
Stephen V. Hanly
Steve Jones 0001
T. Aaron Gulliver
Tor Helleseth
Torleiv Kløve
Udaya Parampalli
Urs Niesen
Vahid Tarokh
Weifeng Su
Xiang-Gen Xia
Xuemin Shen
Yang Li
Yang Liu
Yi-Bing Lin
Yonina C. Eldar
Yuguang Fang
Yuval Cassuto
Benny Sudakov
Chin-Chung Tsai
David N. L. Levy
Gauss M. Cordeiro
Ge Yu 0001
Georg Bretthauer
Gilbert Laporte
Irena Bojanova
Jaime Lloret 0001
Joel J. P. C. Rodrigues
Jonathan Schaeffer
Jürgen Adamy
Kaushik Roy 0001
Krishnendu Chakrabarty
Man-Lai Tang
Min Chen 0003
Noboru Endou
Ratnasingham Tharmarasa
T. A. Marsland
Wayne D. Gray
Wayne Luk
X. Rong Li
Xianlong Hong
Xiaowei Li 0001
Yueh-Min Huang
Abhijit Chatterjee
Ahmet T. Erdogan
Aidong Zhang
Alain Abran
Alessandro Bozzon
Alireza Tamaddoni-Nezhad
Amine Bermak
Andy Schürr
Anil Maheshwari
Ari Paasio
Bah-Hwee Gwee
Baris Taskin
Bo Zhang
Bogdan Ionescu
Cesare Pautasso
Chenyang Lu 0001
Chin-Teng Lin
Chip-Hong Chang
David Camacho
Dian Zhou
Edoardo Bonizzoni
Eduard Alarcón
Edward A. Lee
Enrico Macii
Fang-Xiang Wu
Florentino Fdez-Riverola
Gaetano Palumbo
Georges G. E. Gielen
Gert Cauwenberghs
Gordon W. Roberts
Gregory Dudek
Haiying Wang 0001
Hannu Tenhunen
Houqiang Li
Huiru Zheng
Igor M. Filanovsky
Ilvio Bruder
Jaime Gómez
Jie Wu 0001
John G. Hosking
John Lach
John S. Zelek
Joseph O'Rourke
Jurandy Almeida
Katherine J. Kuchenbecker
Katy Börner
Keshab K. Parhi
King Ngi Ngan
Lei Hu
Lei Wang
Liza Potts
Ljiljana Trajkovic
Luca Benini
Luigi Fortuna
M. N. S. Swamy
Maarten de Rijke
Majid Ahmadi
Maria Francesca Costabile
Mario Piattini
Marta Portela-García
Marten van Sinderen
Martha A. Larson
Michele Malgeri
Miroslav Pajic
Pamela Abshire
Paolo Arena
Pier Paolo Civalleri
Prosenjit Bose
Ralph Etienne-Cummings
Randall L. Geiger
Riccardo Rovatti
Robert G. Reynolds
Rui Paulo Martins
Santiago Celma
Sergio Firmenich
Shao-Yi Chien
Sharon S. Dawes
Shing-Chow Chan
Sina Balkir
Soo-Chang Pei
Soon Ae Chun
Stephen Muggleton
Taghi M. Khoshgoftaar
Tapio Saramäki
Teresa M. Harrison
Thomas Richter
Tingting He
Toshimichi Saito
Un-Ku Moon
Vincenza Carchiolo
Wei Li
Wei Yu 0002
Wolfgang Mathis
Xiaohua Hu
Xin Liu
Xin Wang
Yan Li
Yang Liu
Yiannos Manoli
Yoko Uwate
Yong Wang
Zbigniew Galias
Alexander Serenko
Alexandre Petrenko
Alfredo Cuzzocrea
Alois C. Knoll
Angela Doufexi
Antonio Bicchi
Antonio Sgorbissa
Atsuo Takanishi
Auke Jan Ijspeert
Ayman El-Baz
Bernhard Preim
Britta Wrede
Bruno Siciliano
Chang-Hyun Jo
Chin-Liang Wang
Christian Duriez
Christian Ott
Dacheng Yang
Danica Kragic
Daniela Rus
Deniz Erdogmus
Dennis Mancl
Dong Sun 0001
Dong-Soo Kwon
Dongheui Lee
Dorit Merhof
Eelco Visser
Elisa Yumi Nakagawa
Elsa D. Angelini
Florian Matthes
François Chaumette
Fumihiko Asano
Gary B. Lamont
Giulio Sandini
Greig I. de Zubicaray
Guan Gui
Guido Governatori
Hajime Asama
Hartmut Dickhaus
Heinz Handels
Heinz-Otto Peitgen
Helge J. Ritter
Henry Prakken
Hideki Hashimoto
Hideo Mori
Hiroshi G. Okuno
Hyuck M. Kwon
Ian D. Walker
Inkyu Lee
Ivo Wolf
James Noble 0001
Jani Even
Jason Cong
Jee-Hwan Ryu
Jon Heales
Jonathan Sprinkle
Jong Chul Ye
Jun Miura
Junghoon Lee
Karl Rohr
Katsushi Ikeuchi
Kazuhiro Kosuge
Kazuya Yoshida
Kazuyoshi Wada
Keisuke Nakamura
Klaus I. Pedersen
Kohtaro Ohba
Leslie Ying
Li-Chun Wang 0001
Ludwig Theuvsen
Marina Papatriantafilou
Mario Piattini
Masaru Uchiyama
Matthias Fuchs
Michael Clasen
Min Sheng
Mirko Viroli
Muhammad Ali Imran
Munsang Kim
Ning Xi 0001
Paolo Rocco
Peter O'Connor
Ping Zhang 0003
Piotr Soja
Rachid Deriche
Ren C. Luo
Robert Hirschfeld
Rui Dinis
Rüdiger Dillmann
Sandra Hirche
Sang-Rok Oh
Satoko Abiko
Satoshi Tadokoro
Shigeki Sugano
Shigeo Hirose
Shinichi Hirai
Shugen Ma
Stergios I. Roumeliotis
Sung Y. Shin
Sylvain Calinon
Sébastien Ourselin
Tadayoshi Aoyama
Taghi M. Khoshgoftaar
Takayuki Nagai
Taketoshi Mori
Tamim Asfour
Tatsuo Arai
Teruya Fujii
Tetsuya Ogata
Thomas Tolxdorff
Thorsten M. Buzug
Tomomasa Sato
Troels B. Sørensen
Wan Kyun Chung
Wayne Luk
Wil M. P. van der Aalst
Wilhelm Keusgen
Xin Wang
Yang Lan
Yang Song 0001
Yasushi Yamao
Yookun Cho
Yoshiaki Shirai
Yoshihiko Nakamura
Yu Zhang
Yukitoshi Sanada
Yusheng Ji
Zakaria Maamar
Éric Marchand
A. Stephen Morse
Abdelkader Abdessameud
Abdolreza Abhari
Alessandro Abate
Alessandro Astolfi
Alessandro Borri
Alex Waibel
Alexander Schill
Alexandre M. Bayen
Amir G. Aghdam
Angelia Nedic
Antonio Loría
Baile Shi
Bayu Jayawardhana
Berlin Chen
Bernhard Thalheim
Carolyn L. Beck
Chao-Lin Liu
Christoforos N. Hadjicostis
Christophe Prieur 0001
Christopher Edwards
Claire J. Tomlin
Claude Samson
Colin N. Jones
Cristian R. Rojas
Daniel Gatica-Perez
David W. Embley
Dekai Wu
Denis V. Efimov
Didier Dubois
Dimos V. Dimarogonas
Dirk Koch
Dominique Winter
Ernesto Damiani
Frank L. Lewis
Gabriel A. Wainer
Ge Yu 0001
George Varghese
Giorgio Battistelli
Guodong Shi
Henning Brau
Henrik Sandberg
Hiroshi Ito 0001
Håkan Hjalmarsson
Ivan Lirkov
Jacquelien M. A. Scherpen
Jaime A. Moreno
Jie Wu 0001
Joe Cecil
John S. Baras
Juan Trujillo
Kenji Fujimoto
Klaus Rechert
Konstantin Avrachenkov
Leonid M. Fridman
Ling Shi
Luca Zaccarian
Luis Iribarne
Léon J. M. Rothkrantz
Marco Pavone
Maria Chiara Caschera
Mario Piattini
Mario Sassano
Maristella Agosti
Martin Schrepp
Mary Sumner
Matthew M. Peet
Meinald T. Thielsch
Michael A. Demetriou
Michael Hübner
Mikael Johansson 0001
Mohammad S. Obaidat
Moritz Diehl
Munther A. Dahleh
Murat Arcak
Mustafa Khammash
Necmiye Ozay
Nicola Ferro 0001
Nicola Orio
Nikolay Shilov
Patrizia Grifoni
Pedro Tiago Martins Batista
Peter M. Dower
Peter Spyns
Peyman Mohajerin Esfahani
Rada Mihalcea
Ricardo G. Sanfelice
Richard M. Murray
Romain Postoyan
Safwan El Assad
Sander Stuijk
Sandra Hirche
Sandro Bimonte
Sandro Zampieri
Sean P. Meyn
Sean Warnick
Serdar Yüksel
Sergio Galeani
Shreyas Sundaram
Simone Formentin
Sonja Filiposka
Spyros A. Reveliotis
Stefan Trausan-Matu
Stefano Di Cairano
Stefano Ferilli
Steffen Hess
Stephen W. Liddle
Taeyoung Lee
Taieb Znati
Tamer Basar
Thomas Parisini
Tobias Ley
Tom Oomen
Uwe D. Hanebeck
Viktor K. Prasanna
Ville Leppänen
Vincent Andrieu
Vyas Sekar
W. P. M. H. Heemels
Wassim M. Haddad
Wayne Luk
Wil M. P. van der Aalst
Yan Wang 0002
Yoshio Ebihara
Yukiko I. Nakano
Yutaka Yamamoto
Zongli Lin
Alex X. Liu
Alexandre Seuret
Andrew Adamatzky
Arturo Buscarino
Charles Safran
Christoforos N. Hadjicostis
David W. Bates
Dong Yue
Douglas J. Klein
Douglas J. Leith
Dusit Niyato
Edmond Bianco
Elske Ammenwerth
Ernesto Estrada
Geert Leus
Henrik Sandberg
Huijun Gao
Isaac S. Kohane
Jacquelien M. A. Scherpen
Jaume Llibre
Jean-Michel Knippel
Jibin Li 0001
Jon Crowcroft
Jürgen Kurths
Kazuyuki Aihara
Lei Wang
Leonid M. Fridman
Li Li 0013
Ling Shi
Lingyang Song
Luigi Fortuna
Maoan Han
Marianne Winslett
Mati Karelson
Mattia Frasca
Mei Liu
Michel Mandjes
Min Wu 0002
Murat Arcak
Nasser Kehtarnavaz
Pei Yu
Prosenjit Bose
Ratnesh Kumar 0001
Richard T. Snodgrass
Sarit Kraus
Sean P. Meyn
Sheng Chen 0001
Shihua Li 0001
Simon B. Eickhoff
Stephen A. Billings
Tamer Basar
Tao Tang 0004
Tejal K. Gandhi
Ting-Peng Liang
Valery I. Sbitnev
Vince D. Calhoun
Ward Whitt
Wei Ren 0001
Xinzhi Liu
Yu Zhang
Yugang Niu
Yuguang Fang
Zongli Lin
Adil Baykasoglu
Angela Carrillo Ramos
Armin Heinzl
Bhim Singh 0001
Binshan Lin
Bong-Hwan Kwon
Branka Vucetic
Daesik Hong
Depeng Jin
Dursun Delen
Federico Barrero
George K. Karagiannidis
Ha H. Nguyen
Ingoo Han
Jason H. Moore
John McLeod
José R. Rodríguez
Juha J. Pyrhönen
Kwok Hung Li
Loris Nanni
Mario J. Durán
Miguel Castilla
Ohbyung Kwon
Patrick W. Wheeler
Rafiqul Gani
Rodrigo C. de Lamare
Sheng Chen 0001
Sonia Aïssa
William Y. C. Chen
Xuemin Shen
Yi-Bing Lin
Yong Liang Guan 0001
Yuguang Fang
Abhijit Chatterjee
Admir Barolli
Adriano Valenzano
Alessandro Cimatti
Andrew Begel
Antonella Di Stefano
Cleidson R. B. de Souza
Danny Weyns
David Garlan
David P. Woodruff
Dominique Rieu
Elisabetta Di Nitto
Eulalia Szmidt
Ewa Deelman
Feng-Cheng Chang
Gianluca Cena
Harald C. Gall
Hiroshi G. Okuno
Hiroshi Shigeno
Ishfaq Ahmad
Jacob A. Abraham
Jeff Kramer
Jeffrey S. Vetter
Joshua Zhexue Huang
José D. P. Rolim
Julia Chuzhoy
Kazimierz Choros
Kenneth M. Butler
Kin Fun Li
Krishnendu Chakrabarty
Kwan-Liu Ma
Lavanya Ramakrishnan
Laxmi N. Bhuyan
Luc Van Gool
Magdy S. Abadir
Makoto Ikeda
Makoto Takizawa 0001
Marin Litoiu
Marten van Sinderen
Mathieu Acher
Melvin A. Breuer
Minoru Uehara
Miron Livny
Mohammad S. Obaidat
Mohand Boughanem
Moonis Ali
Nenad Medvidovic
Nicola Santoro
Patrick Girard 0001
Piotr Jedrzejowicz
Prabhakar Raghavan
Prithviraj Banerjee
Rajeev Thakur
Rao Mikkilineni
Santosh S. Vempala
Satoshi Matsuoka
Sebastián Uchitel
Subhasish Mitra
T. H. Tse
Takahiro Hara
Thomas Nolte
Tomoya Enokido
Uwe Meier
Venkatesan Guruswami
Vicente Hernández
Viktor K. Prasanna
Walid Gaaloul
Xin Wang
Yiorgos Makris
Yong Chen 0001
Yves Bertrand
Charu C. Aggarwal
Didier Dubois
Emanuel A. P. Habets
Gerard O'Regan
Gi-Hong Im
Jacob Benesty
Jingdong Chen
Junichi Yamagishi
Lei Chen 0002
Lin-Shan Lee
Marc Moonen
Michel Gendreau
Oscar Castillo 0001
Patricia Melin
Sharon Gannot
Aaron Carass
Alan W. Black
Aldo Gangemi
Alex Acero
Alex Waibel
Amit P. Sheth
Andreas Nürnberger
Anthony Larcher
Beng Chin Ooi
Bennett A. Landman
Berlin Chen
Bipin C. Desai
Bostjan Likar
Boualem Benatallah
Boudewijn P. F. Lelieveldt
Carole A. Goble
Catia Cucchiarini
Chi-Chun Lee
Chuan Zhou 0002
Claudia d'Amato
Daisuke Saito
David House
Dilek Hakkani-Tür
Dirk Van Compernolle
Dominique Fohr
Douglas D. O'Shaughnessy
Eduardo Lleida
Elio Masciari
Enrico Macii
Ernesto Jiménez-Ruiz
Francis Grenez
Franjo Pernus
Frank K. Soong
Franz Kummert
Frédéric Béchet
Geoffrey Zweig
George Buchanan
George F. Riley
Gerhard Sagerer
Günther Ruske
Heiga Zen
Heiner Stuckenschmidt
Heinrich Niemann
Heinz Handels
Helen M. Meng
Hiroshi G. Okuno
Hiroya Fujisaki
Imed Zitouni
Isabel Trancoso
James H. Anderson
James R. Glass
Jan Nouza
Jayaram K. Udupa
Jean Paul Haton
Jean-Pierre Martens
Jeff A. Bilmes
Jens Lehmann 0001
Ji Ming
Jiamin Liu
Jianhua Feng
Jiawei Han 0001
Jinyu Li
Jon Timmis
Jonas Beskow
Juan Julián Merelo Guervós
Juan Manuel Montero
Junichi Yamagishi
Katja Hose
Kazuya Takeda
Kenji Suzuki 0001
Kris Demuynck
Kuldip K. Paliwal
Lan Wang
Lei Chen 0002
Lin-Shan Lee
Louis C. W. Pols
Lukás Burget
Mark A. Helvie
Martin Cooke
Martin Karafiát
Martine Adda-Decker
Masato Akagi
Mathieu d'Aquin
Matthew T. Freedman
Matthias Renz
Maxim Sviridenko
Milan Sonka
Mohamed F. Mokbel
Nam Soo Kim
Ness B. Shroff
Noboru Niki
Nobuaki Minematsu
Noga Alon
Panayiotis G. Georgiou
Pascale Fung
Paul Dalsgaard
Paulo Novais
Pavel Shvaiko
Phuoc Tran-Gia
Pinyan Lu
Rajeev Thakur
Rubén San Segundo
Ryujiro Yokoyama
Sabato Marco Siniscalchi
Sadaoki Furui
Samuel Madden
Samuel Thomas 0001
Satoshi Nakamura 0001
Seiichi Nakagawa
Shoichi Matsunaga
Siegfried Handschuh
Sorin Istrail
Steffen Staab
Sunanda Mitra
Sébastien Ourselin
Sören Auer
Takashi Nose
Takayuki Kitasaka
Tanja Schultz
Tetsuya Takiguchi
Thomas Hain
Thomas Seidl 0001
Tomohiro Nakatani
Toshio Irino
Venkatesan Guruswami
Xin Wang
Xuemin Lin 0001
Yang Li
Yannis Stylianou
Ye-Yi Wang
Yi Xu
Yoichi Yamashita
Yoshiki Kawata
Yu Tsao 0001
Yuqing Gao
Óscar Corcho
Aaron Roth 0001
Abuzer Yakaryilmaz
Alexandre Graell i Amat
Alexandros G. Dimakis
Ambedkar Dukkipati
Amos Lapidoth
Andrea Montanari
Andreas Krause 0001
Andrew Adamatzky
Anthony Ephremides
Aydin Sezgin
B. Sundar Rajan
Babak Hassibi
Bruno Clerckx
Cristopher Moore
Csaba Szepesvári
David P. Woodruff
Emilio Ferrara
Eric Price
Florent Krzakala
Gabriel Peyré
Gene Tsudik
George K. Karagiannidis
Gerhard Kramer
Guodong Shi
Helmut Bölcskei
Huan Xu
Iasson Karafyllis
James P. Bagrow
Jeff M. Phillips
Jeffrey G. Andrews
Jeffrey O. Shallit
Josef Urban
José M. F. Moura
Jérôme Lacan
Kai-Kit Wong
Kristina Lerman
Krzysztof R. Apt
Lane A. Hemaspaandra
Leslie Pack Kaelbling
Lihua Xie
Maarten Löffler
Mark Jones 0001
Martin Nöllenburg
Matthew G. Knepley
Micha Sharir
Michael Chertkov
Michael Elad
Michael I. Jordan
Mihaela van der Schaar
Mingyi Hong
Mohammad Reza Aref
Ness B. Shroff
Pascal Frossard
Prosenjit Bose
Rahul Jain 0001
Robert E. Schapire
Romain Couillet
Rui Zhang 0006
Saket Saurabh 0001
Scott Aaronson
Sebastian Pokutta
Sewoong Oh
Shie Mannor
Tamer Basar
Tareq Y. Al-Naffouri
Tianbao Yang
Tsung-Hui Chang
Venkatesan Guruswami
Vinod M. Prabhakaran
Walid Saad
Weiyu Xu
Yonina C. Eldar
Young-Han Kim 0001
Zdenek Dvorák
Zhi-Hua Zhou
Agostinho C. Rosa
Ahmed H. Tewfik
Alex Acero
Alex J. Grant
Alfred O. Hero III
Alois C. Knoll
Amir K. Khandani
Amos Lapidoth
Ana Paiva
Andreas Voss
Anthony Ephremides
Ayfer Özgür
B. Sundar Rajan
Babak Hassibi
Bella Bose
Beth Simon
Bobak Nazer
Boris D. Kudryashov
Bruce Christianson
Camilla Hollanti
Chanchal K. Roy
Chandra Nair
Charu C. Aggarwal
Chih-Chun Wang
Cuntai Guan
Daniel J. Costello Jr.
Daoliang Li
David B. Grayden
David N. C. Tse
David Tse
Dieter W. Fellner
Donna L. Hudson
Emanuel A. P. Habets
En-Hui Yang
Erik Ordentlich
Ertem Tuncel
Frank K. Soong
Gaetano Valenza
Geert Leus
Gerhard Kramer
Helmut Bölcskei
Herbert Gish
Himanshu Tyagi
Howard Leung
I-Hsiang Wang
Igor A. Trubin
Itzhak Tamo
Iulian Iordachita
Jaap Ham
Jack Snoeyink
Jacob Benesty
Jae S. Lim
James H. McClellan
Jeffrey P. Buzen
Jeffry A. Schwartz
Jehoshua Bruck
Jerry L. Rosenberg
Jinyu Li
Jonathan Anderson
Joseph L. Hellerstein
Joseph S. B. Mitchell
José M. F. Moura
Jun Wang
K. J. Ray Liu
K. K. Ramakrishnan
Kenneth Rose
Keshab K. Parhi
Krzysztof Okarma
Lampros K. Michalis
Lang Tong
Laurie J. Hendren
Leandro J. Cymberknop
Luca Citi
Marc Moonen
Mark D. Plumbley
Martin J. Turner
Martin Vetterli
Massimo Franceschetti
Maurice E. Cohen
Mayutan Arumaithurai
Meir Feder
Michael A. Salsburg
Michael Roe
Michael Rosemann
Narayan C. Debnath
Navin Kashyap
Onur Ozan Koyluoglu
P. Vijay Kumar
Pascal Frossard
Pat Finnegan
Patrice Abry
Rafal Kozik
Ramón González-Camarena
Ravi Tandon
Reda A. Ammar
Roberto Hornero
Ron M. Roth
Rüdiger L. Urbanke
S. Sandeep Pradhan
Saikat Guha
